Rbr;Tekst;Odgovor;Tezina
128;Smatran jednim od najvećih jazz-glazbenika u povijesti, koji je legendarni predvodnik jazz fusiona iza sebe ostavio nezaboravne standarde Spain, 500 Miles High, Armando's Rhumba, Windows? Za svoj je rad osvojio nevjerojatna 23 Grammyja, od kojih posljednji 2020. točno godinu prije smrti za album Antidote.;Armando Anthony "Chick" COREA;5
129;Za kojega se starogrčkog filozofa, autora spjevova O prirodi i Očišćenja, referirajući se na njegovu teoriju o četiri elementa, vezuje izjava: "Sve će se vratiti elementima što nas gradenaša tijela zemlji, naša krv vodi, naša toplina vatri, a naš dah zraku."?;EMPEDOKLO;5
130;Predstavljajući borbu između Turaka i Maura, na kojem se našem otoku od 15. stoljeća svake godine izvodi borbeni ples moreška?;KORČULA;3
131;Žičano glazbalo kantela, vrsta citre koja se svira prebiranjem prstiju obiju ruku i stvara zvuk nalik na zvono, tradicionalni je instrument vezan uz koju europsku državu?;FINSKA;5
132;Francuski kipar i slikar André Derain zajedno s Henrijem Matisseom smatra se osnivačem kojega umjetničkog pravca?;FOVIZAM;5
133;Smatran jednim od najboljih ostvarenja Davida Lyncha, koji je neo-noir triler iz 2001. godine proslavio Naomi Watts, a ujedno bio i posljednje filmsko pojavljivanje čuvene Ann Miller u ulozi Coco Lenoix?;MULHOLLAND DRIVE/ BULEVAR ZLOČINA;2
134;Poznati po brzom djelovanju (spremni za pokret minutu nakon što dobiju poziv) i visokoj mobilnosti, Minutemen su kao oružane snage djelovali tijekom kojega osmogodišnjeg rata/sukoba?;AMERIČKI RAT ZA NEOVISNOST / AMERIČKI REVOLUCIONARNI RAT;4
135;Peñón de Vélez de la Gomera ime je stjenovitog otočića koji je nakon velike  pješčane oluje i nanosa velikih količina pijeska 1934. godine praktički pretvoren u poluotok. Nakon stjecanja neovisnosti jedne države u travnju 1956. to mjesto pješčanim prudom (tombolom) tvori službeno najkraću državnu granicu na svijetu dugu svega 85 metara, a razdvaja Španjolsku od koje države?;MAROKO;5
136;Kako se zove skup podataka koji se odnose na mjesto i vrijeme tehničke izradbe publikacije ili dokumenta te na fizičke ili prav-ne osobe koje su u toj izradbi surađivale?;IMPRESUM;3
137;Pokrenuta krajem 1995. godine, kako se zvala internetska tražilica i prva pretraživa baza podataka cjelovitih tekstova na world wide webu s jednostavnim sučeljem, koja je pojavom Googlea izgubila vodeće mjesto? Yahoo! je preuzima 2003. no u potpunosti je gasi deset godina kasnije.;ALTA VISTA;2
138;Nastala kao posveta njihovoj omiljenoj marki, pjesma hip-hop-grupe Run-DMC's albuma Raising Hell u naslovu sadrži ime kojeg proizvođača sportske opreme? Tražena je tvrtka tada lansirala novu liniju posebnih tenisica Run-DMCSuperstar i Ultrastar dizajniranih da se nose bez vezica.;ADIDAS;4
139;Koje su dvije boje na limenom bubnju Oskara Matzeratha?;CRVENA I BIJELA (boje poljske zastave);4
140;Kako bi preuzela prijedloge saveznika za sklapanjem primirja, njemačka je delegacija ujutro 8. studenoga 1918. vlakom krenula do šume u blizini kojega grada, gdje ih je u posebnom vagonu drugoga vlaka čekao francuski maršal Ferdinand Foch?;COMPIEGNE/KOMPJENJ;4
141;Kako se, po Andromedinoj majci i ženi etiopskog kralja Kefeja, naziva zviježđe sjevernog neba, čije su najsjajnije zvijezde Cih, Šedir, Kaf, Segin i Rukba?;KASIOPEJA;4
142;Zbirka moteta Sacrae cantiones Šibenčanina Ivana Lukačića i tri zbirke duhovnih koncerata Riječanina Vinka Jelića (Parnassia militia, Arion primus, Arion secundus) pripadaju europskim biserima glazbe kojega razdoblja?;BAROK;4
143;Od 1945. godine ideološki temelj sustava koje je azijske države Pancasila, politička filozofija koja počiva na pet glavnih načela, među kojima su i vjera u Boga te socijalna pravda i jedinstvo matične zemlje?;INDONEZIJA;5
144;Pod kojim je imenom poznatiji Edward Nygma, Batmanov neprijatelj kojega je u filmu Batman Forever (1995.) utjelovio Jim Carrey?;RIDDLER;2
145;Prvotno spominjana samo jedna, a od 4. stoljeća pr. Kr. njih više: koji se šestoslovni naziv u antičkoj Grčkoj koristio za ženu koja obuzeta božanstvom proriče budućnost? U doba renesanse često su služile kao likovni motiv brojnim slikarima.;SIBILA;4
146;Uz španjolski, koji je drugi službeni jezik u Paragvaju, ako znamo da taj domorodački jezik ime dijeli s paragvajskom službenom valutom (PYG)?;GUARANI;4
147;Ukrašen bijelom perjanicom od ždralova perja, na glavi sinjskih alkara tradicionalno se nalazi kalpak presvučen krznom životinje iz kojega roda unutar reda zvijeri, znanstvenog imena Martes? za pretraživanje i usporedbu cijena hotela, a uz to nudi i vlastiti indeks cijena (tRI) te opciju Hotel Manager za poboljšanje poslovanja namijenjenu hotelijerima?;KUNA;4
148;Osnovana 2005. godine, koja je sedmoslovna platforma najveća svjetska baza za pretraživanje hotelskog smještaja, kratica "tRI", kako se zove?;TRIVAGO;3
149;U kojoj je atletskoj disciplini Anita Włodarczyk, smatrana i najboljom svih vremena, četverostruka svjetska i europska prvakinja te trostruka uzastopna zlatna olimpijka?;Bacanje KLADIVA;5
150;Imenovano po generalu Unije, kako se zove trenutačno najviše stablo na svijetu, smješteno u kalifornijskom nacionalnom parku Sequoia?;General SHERMAN;4
151;Koji se dio imenoslovlja bavi proučavanjem antroponima osobnih imena, prezimena, nadimaka i obiteljskih nadimaka?;ANTROPONOMASTIKA;5
152;Prema legendi, "Wild Bill" Hickok ubijen je sleđa dok je igrao poker, imajući u tom trenutku u ruci par asova i par osmica u trefu i piku. Kako je po tom događaju kasnije nazvana ta kombinacija karata u pokeru?;DEAD MAN'S HAND / Mrtvačeva ruka;2
153;Kojom se engleskom stopljenicom naziva oblik kampiranja koje uključuje luksuzniji smještaj i bolje dodatne usluge nego tradicionalno kampiranje, tj. kampiranje u kojemu turisti na odmoru uživaju u zvukovima i mirisima prirode, ali istodobno se ne žele odreći blagodati glamuroznog života?;GLAMPING;1
154;Smještena u slijevu srednje Visle, kako se zove najveća i najnaseljenija poljska provincija (vojvodstvo), u kojoj se od upravne reforme 1999. godine nalazi i glavni grad Varšava?;MAZOVIJA;5
155;Članovi koje su dinastije vladali izravnom linijom kao francuski kraljevi izmedu dinastija Karolinga i svoje pobočne linije Valois točnije od 987. do 1328. godine?;CAPET/KAPETOVIĆ;4
156;Koji je jedini Krležin roman napisan u prvom licu jednine, iz pripovjedačke perspektive neimenovana doktora prava koji osuđuje licemjerno građansko društvo, a gaji simpatije prema izopćenicima društva?;NA RUBU PAMETI;5
157;Imenovana po legendarnom baru uz more na španjolskoj Ibizi, kako se zove diskografska kuća osnovana 1999. godine, koja objavljuje vjerojatno najpoznatije svjetske kompilacije ambijentalne glazbe, sastavljene od pjesama niza svjetskih chillout-glazbenika?;CAFE DEL MAR;3
158;Koja antropološka studija Jamesa Frazera, remek-djelo o podijetlu religijskih običaja i obreda, ime dijeli s čuvenom slikom (prvi put predstavljenom 1834.) engleskog romantičara Williama Turnera?;ZLATNA GRANA;5
159;S najviše biljnih vrsta te najvećim brojem vodozemaca na svijetu, koja velika država ima najveći svjetski indeks bioraznolikosti (0,85) s kojim je daleko ispred Kolumbije (0,68) i Indonezije (0,65)? Osim toga, ta je zemlja druga na svijetu po broju vrsta sisavaca i ptica na svom teritoriju.;BRAZIL;4
160;Prve nogometne i teniske utakmice na hrvatskom hvaljujući engleskim industrijalcima koji su osim kapitala donijeli i popularnu kulturu na istok Slavonije, odigrane su u kojem gradu?;ŽUPANJA;4
161;Američki sociolog Robert Merton pri razmatranju paradoksa raspodjele dobara i zasluga skovao je pojam koji je – po jednom evandelistu – nazvao čijim efektom, referirajući se na dio iz Prispodobe o talentima, koji glasi: "Doista, onomu koji ima još će se dati, neka ima u izobilju, a od onoga koji nema oduzet će se i ono što ima."?;MATEJEV efekt;4
162;Pod imenom Zmijski otok, kako su ga nazvali Grci za vrijeme Osmanskog Carstva, ovaj otok površine 0,17 km2 do 2009. godine bio je predmet spora između kojih dviju europskih država, od kojih je jedna pod prisilom SSSR-a 1948. predala kontrolu nad njim i više od pola stoljeća vodila neuspješnu pravnu borbu oko ponovne jurisdikcije?;RUMUNJSKA I UKRAJINA;5
163;Pjesmu Oh, What a Beautiful Mornin' na otvaranju kojeg mjuzikla Rodgersa i Hammersteina iz 1943. godine izvodi Curly McLain?;OKLAHOMA!;4
164;Vestern Smrt revolveraša (Death of a Gunfighter) iz 1969. godine završio je Don Siegel, ali kako naposljetku nije bio zadovoljan cjelinom, producenti su uz dopuštenje udruge redatelja umjesto njega potpisali koju izmišljenu osobu ime od tada do kraja 20. stoljeća korišteno za redatelje koji odbijaju potpisati film?;Alan (Allen) SMITHEE;3
165;Od arapskog za "zeleni otok" (Al-Jazirah al-Khadra'), kako se zove jedna od najvećih europskih luka i najveći grad Gibraltarskog zaljeva?;ALGECIRAS;4
166;U Drugom svjetskom ratu gotovo potpuno razoren (90% industrijskih objekata, 72 % stambenih zgrada, 85% cestovne i ulične mreže), koji je europski glavni grad pri poslijeratnoj rekonstrukciji koristio seriju od 22 slike koje je majstor veduta Bernardo Bellotto, po ujaku znan i kao Canaletto, naslikao od 1767. do 1780. godine boraveći na kraljevskom dvoru?;VARŠAVA;3
167;Koju vitešku titulu ima Don Pedro iz Mozartova Don Giovannija, a istom je čašćen i Michael Corleone pri dolasku na Siciliju u trećem dijelu Kuma?;IL COMMENDATORE/KOMENDATOR;4
168;Prema araukanskoj riječi za drvo korišteno pri dimljenju mesa divljih životinja, kako su se zvali pomorski pustolovi različitih nacija ujedinjeni u napadima na španjolska naselja i brodove u Karipskome moru i duž pacifičke obale Južne Amerike, koji su se pojavili u 17. stoljeću oko Hispaniole? Isti nadimak ima i momčad NFL-a iz Tampa Baya.;BUKANIRI/BUCCANEERS;2
169;Duga oko 200 kilometara, kako se zove rijeka koja nastaje spajanjem Eufrata i Tigrisa kod iračkoga grada Kurne, a donjim dijelom toka granična je rijeka između Irana i Iraka?;ŠAT AL ARAB/ARVAND Rud;5
170;U trenutku koji je predstavljao prvu televizijsku reklamu, prvodana srpnja 1941. godine njujorška TV postaja WNBT prekinula je program slikom sata koje marke, nakon čijih se šezdeset sekundi tajanstvenog otkucavanja emitiranje nastavilo?;BULOVA;5
171;Kako se zvala momčad Formule 1 čiji je vozač prvi i jedini osvajač naslova svjetskog prvaka (1966.) koji je vozio za vlastiti tim, osnovan šest godina ranije?;BRABHAM;5
172;Zbog rada na razvoju otrovnih plinova u Prvom svjetskom ratu smatran i "ocem kemijskog ratovanja", koji je Nijemac 1909. godine otkrio izravnu sintezu amonijaka od dušika i vodika, za što je devet godina kasnije nagraden Nobelovom nagradom za kemiju?;Fritz HABER;5
173;Otkrivajući tajne nevjerojatne dugovječnosti tamošnjih stanovnika, kojom je zajedničkom sintagmom od dviju riječi novinar National Geographica Dan Buettner nazvao pet geografskih dručja Sardiniju, Okinawu, kalifornijsku Loma Lindu, grčki otok Ikariju i kostarikansku Nicoyu?;PLAVE ZONE/BLUE ZONES;3
174;Kazalište u kojem je malenom antičkom gradu uSaronskom zaljevu izgrađeno u 4. stoljeću pr. Kr. za oko 14 tisuća gledatelja, a kao dio Asklepijeva svetišta od 1988. godine nalazi se na UNESCO-ovu popisu svjetske kulturne baštine u Grčkoj?;EPIDAUR;4
175;Kako se zvala prva hrvatska radiodrama, izvedena 1927. godine na Radio stanici Zagreb u režiji Ive Srepela? Neki su uzbuđeni slušatelji izašli na balkone misleći da je negdje buknuo požar.;VATRA;4
176;Nazvana po tadašnjem predsjedniku Ustavnog suda Francuske, kako se zvala arbitražna komisija u okviru mirovnog sporazuma o rješavanju krize u Jugoslaviji, osnovana u kolovozu 1991. godine, koju je činilo pet predsjednika ustavnih sudova zemalja članica tadašnjeg EEZ-a, a koja je među ostalim donijela odluku o sukcesiji Hrvatske na dan 8. listopada iste godine?;BADINTEROVA komisija;5
177;Kako se zove spektakularni sustav vrtloga koji se razvija četidnevno u istoimenom tjesnacu, između otoka Shikokua i dosta manjeg otoka Awajija, a ime dijeli s naslovnim likom iz serije manga Masashija Kishimota?;NARUTO;4
178;Smješten negdje u Hrvatskoj, kako se zove fiktivni rudarski gradić prepun misterija, intriga i okultnih sila u kojem se odigrava radnja istoimene horor point 'n' click računalne igre istarskog studija Red Martyr Entertainment?;SAINT KOTAR/SVETI KOTAR;4
179;Kako se zvao švedski boksač čiju su moćnu desnicu nazivali "Thorov malj" ili "Ingo's bingo", koji je 1959. postao svjetski prvak u superteškoj kategoriji pobjedom protiv Floyda Pattersona čovjeka od kojega je kasnije izgubio jedina dva meča u karijeri?;Jens Ingemar JOHANSSON;5
180;Što je to preteču današnjeg tahografa i taksimetra kao svoj izum na svjetskoj izložbi u Parizu 1889. godine predstavio labinski učitelj Josip Belušić (Giuseppe Bellussich)?;Električni BRZINOMJER/VELOCIMETAR;4
181;Koristeći samo kamen, zemlju i travu, što je to na danskom jezeru Klejtrup u prilično vjernom omjeru izgradio lokalni farmer i ljubitelj geografije Søren Poulsen? Naime, za dovršetak te turističke atrakcije na površini većoj od 4000 m2 trebalo mu je točno 25 godina.;KARTA (PRIKAZ) SVIJETA;3
182;Kako se, po njemačkom izrazu za "životni prostor", zvao Hitlerov koncept širenja Trećeg Reicha na plodna polja nekadašnje sjeverne stepe kako bi se osigurao životni prostor za daljnje preživljavanje njemačkog naroda?;LEBENSRAUM;3
183;Koji je televizijski voditelj i komičar, dobitnik šest Emmyja te Guvernerove nagrade, tri desetljeća vodio popularnu zabavnu emisiju The Tonight Show Starring... (1962. 1992.), a pripisuje mu se stvaranje formata kasnonoćnog televizijskog talk showa?;John William CARSON;3
184;Koji se talijanski izraz, u značenju "kajanje" ili "kajući se", koristi za naknadni slikarov ispravak na već dijelom dovršenom djelu, čest u umjetnosti, primjerice od Jana van Eycka, da Messine, Caravaggia, Rembrandta do Miroslava Kraljevića?;PENTIMENTO;4
185;Kako se zove franjevac iz 14. stoljeća, rođen u Šibeniku, a umro mučeničkom smrću u Jeruzalemu, koji je 1970. godine proglašen prvim od zasad samo tri hrvatska sveca (uz Leopolda Mandića i Marka Križevčanina)?;Nikola TAVELIĆ;5
186;Skovan od grčkih riječi u značenju "dom (kuća)" i "znanost (govor)", koji je termin prvi put 1866. godine upotrijebio biolog Ernst Haeckel?;EKOLOGIJA;5
187;Nazvana po japanskom violinistu i glazbenom pedagogu, kako se zove metoda glazbene edukacije koja polazi od pretpostavke da djeca mogu razviti značajne glazbene vještine ako su od rođenja okružena glazbom, jednako kao što su na isti način sposobna potpuno usvojiti materinski jezik? Vjerovao je da djeca u takvu okruženju razvijaju svoje kvalitete i izrastaju u humanija bića.;Metoda SUZUKI;5
188;Imunolog Albert Bruce Sabin (rođen kao Abram Saperstein) sredinom je pedesetih 20. stoljeća otkrio cjepivo protiv koje bolesti uzrokovane poliovirusom iz skupine enterovirusa koja uglavnom pogada malu djecu?;DJEČJA PARALIZA/POLIOMIJELITIS;4
189;Vjerujući da oblik nule podsjeća na jaje ove ptice, koji se njetermin za ispadanje udarača bez ijednog trčanja? Rekord s 59 zin engleski naziv još od kraja 19. stoljeća u kriketu koristi kao takvih "nula" trenutačno drži bivši igrač iz Sri Lanke Muttiah Muralitharan.;DUCK;3
190;Koji je ruski autor dječje literature i satiričnih basni ostao upamćen kao čovjek koji je unutar šezdeset godina tri puta pisao stihove za himnu matične zemlje prvi put za SSSR po Staljinovu nalogu 1943., drugi put revidiranu s izbačenim referencijama na Staljina te treći put za Rusiju po nalogu Vladimira Putina, a sve na glazbu skladatelja Aleksandra Aleksandrova?;Sergej Vladimirovič MIHALKOV;5
191;Definirana binarnim logaritmom broja događaja n koji se medusobno isključuju, šanon je brojčana mjerna jedinica količine čega?;INFORMACIJA;2
192;Kako se zove disciplina koja proučava ponašanje životinja i ljudi čiji je fokus ponašanje u prirodnim uvjetima za razliku od biheviorizma koji je usmjeren na proučavanje prirode i modela ponašanja u kontroliranim uvjetima?;ETOLOGIJA;5
193;Koje se kraljevstvo, čiji je glavni grad bio Petra, prostiralo na području današnjeg Libanona, Jordana, Sirije, Izraela i dijela Saudijske Arabije od 4. stoljeća pr. Kr. do 106. godine, kada pada pod vlast Rimskog Carstva?;NABATEJSKO kraljevstvo;5
194;Iako se dugo smatralo da je Alexander Bell izumio telefon, 2002. godine američki Predstavnički dom potvrdio je da je prvi i jedini izumitelj telefona, čiji je prototip patentirao davne 1856., bio koji rođeni Talijan?;Antonio MEUCCI;5
195;Prije solokarijere član bendova Steeler i Alcatrazz, koji se švedski gitarist, poznat po heavy metal-izvedbama u neoklasicističkom stilu, 2009. godine našao na Timeovoj listi jedanaest najvećih virtuoza na električnoj gitari u povijesti?;Yngwie MALMSTEEN/Lars Yngve LANNERBACK;5
